FID,OBJECTID,SE_ANNO_CAD_DATA,SHAPE,FEATURENAME,NEIGHBORNODE_OBJECTID,GIP_OBJECTID
STRASSENKNOTENOGD.3422589,3422589,,MULTIPOINT ((16.37610579311827 48.15606473828178)),Kreuzung auf Saligergasse,,10355412
STRASSENKNOTENOGD.3422590,3422590,,MULTIPOINT ((16.376591558147798 48.15607299955212)),Kreuzung auf Saligergasse,,10355413
STRASSENKNOTENOGD.3422591,3422591,,MULTIPOINT ((16.377603515558327 48.15608739332602)),Kreuzung zwischen Holeyplatz und Unbenannte Verkehrsfläche,,10355414
STRASSENKNOTENOGD.3422592,3422592,,MULTIPOINT ((16.379212447530076 48.156118419350136)),Kreuzung zwischen Stinygasse und Fingergasse und Unbenannte Verkehrsfläche,,10355415
STRASSENKNOTENOGD.3422593,3422593,,MULTIPOINT ((16.377991234372523 48.15742254753321)),Beginn Unbenannte Verkehrsfläche,,10355416
STRASSENKNOTENOGD.3422594,3422594,,MULTIPOINT ((16.37923445736982 48.156569972864744)),Kreuzung zwischen Stinygasse und Unbenannte Verkehrsfläche,,10355417
STRASSENKNOTENOGD.3422595,3422595,,MULTIPOINT ((16.379195392219582 48.15769703060072)),Kreuzung zwischen Saligergasse und Stinygasse,,10355418
STRASSENKNOTENOGD.3422596,3422596,,MULTIPOINT ((16.38164733182743 48.155164471532245)),Kreuzung zwischen Saligergasse und Unbenannte Verkehrsfläche,,10355419
STRASSENKNOTENOGD.3422597,3422597,,MULTIPOINT ((16.381719696630448 48.15423525197107)),Kreuzung zwischen Saligergasse und Pichelmayergasse und Unbenannte Verkehrsfläche,,10355420
STRASSENKNOTENOGD.3422598,3422598,,MULTIPOINT ((16.37668465895457 48.15695536428513)),Kreuzung auf Saligergasse,,10355421
STRASSENKNOTENOGD.3422599,3422599,,MULTIPOINT ((16.380062073890482 48.1551567272244)),Kreuzung zwischen Fingergasse und Unbenannte Verkehrsfläche,,10355422
STRASSENKNOTENOGD.3422600,3422600,,MULTIPOINT ((16.380943668273055 48.154287338767304)),Kreuzung zwischen Fingergasse und Unbenannte Verkehrsfläche,,10355423
STRASSENKNOTENOGD.3422601,3422601,,MULTIPOINT ((16.381260738614877 48.15400462799217)),Kreuzung zwischen Pichelmayergasse und Fingergasse,,10355424
STRASSENKNOTENOGD.3422602,3422602,,MULTIPOINT ((16.37925153175694 48.15426360602229)),Kreuzung zwischen Stinygasse und Unbenannte Verkehrsfläche,,10355425
STRASSENKNOTENOGD.3422603,3422603,,MULTIPOINT ((16.377675225486826 48.15451459338943)),Kreuzung auf Pichelmayergasse,,10355426
STRASSENKNOTENOGD.3422604,3422604,,MULTIPOINT ((16.378070245474447 48.15438439867165)),Kreuzung zwischen Selma-Lagerlöf-Gasse und Pichelmayergasse,,10355427
STRASSENKNOTENOGD.3422605,3422605,,MULTIPOINT ((16.37923025068182 48.15405536233472)),Kreuzung zwischen Pichelmayergasse und Stinygasse,,10355428
STRASSENKNOTENOGD.3422606,3422606,,MULTIPOINT ((16.380912075598268 48.15381948876641)),Kreuzung zwischen Pichelmayergasse und Brantinggasse,,10355429
STRASSENKNOTENOGD.3423319,3423319,,MULTIPOINT ((16.35502632076481 48.14978493847908)),Kreuzung zwischen Oberlaaer Straße und Neilreichgasse,,10356187
STRASSENKNOTENOGD.3423320,3423320,,MULTIPOINT ((16.353196815649092 48.14790323353522)),Kreuzung zwischen Vösendorfer Straße und Draschestraße,,10356188
STRASSENKNOTENOGD.3423321,3423321,,MULTIPOINT ((16.352716249463477 48.14683281782989)),Kreuzung zwischen Kolbegasse und Vösendorfer Straße,,10356189
STRASSENKNOTENOGD.3423322,3423322,,MULTIPOINT ((16.36141491602838 48.14541942411229)),Kreuzung zwischen Laxenburger Straße und Draschestraße und Haböckgasse,,10356190
STRASSENKNOTENOGD.3423323,3423323,,MULTIPOINT ((16.35881879205136 48.15336745395511)),Kreuzung zwischen Eisenmengergasse und Keldorfergasse,,10356191
STRASSENKNOTENOGD.3423324,3423324,,MULTIPOINT ((16.360096621952575 48.15308060317416)),Kreuzung zwischen Eisenmengergasse und Kiurinagasse,,10356192
STRASSENKNOTENOGD.3423325,3423325,,MULTIPOINT ((16.361251077641626 48.152821096757634)),Kreuzung zwischen Eisenmengergasse und Berthold-Viertel-Gasse,,10356193
STRASSENKNOTENOGD.3423326,3423326,,MULTIPOINT ((16.365327657414166 48.15258272384997)),Kreuzung zwischen Per-Albin-Hansson-Straße und Kittelsengasse,,10356195
STRASSENKNOTENOGD.3423327,3423327,,MULTIPOINT ((16.356463516648905 48.152293054173626)),Kreuzung zwischen Neilreichgasse und Domaniggasse und Brücke Neilreichgasse,,10356196
STRASSENKNOTENOGD.3423328,3423328,,MULTIPOINT ((16.36304022584798 48.15132808331196)),Kreuzung auf Domaniggasse,,10356197
STRASSENKNOTENOGD.3423329,3423329,,MULTIPOINT ((16.36545487803456 48.15085576574794)),Beginn Domaniggasse,,10356198
STRASSENKNOTENOGD.3423330,3423330,,MULTIPOINT ((16.351191268097317 48.15136797584328)),Kreuzung auf Oberlaaer Straße,,10356199
STRASSENKNOTENOGD.3423331,3423331,,MULTIPOINT ((16.353113893108773 48.15114435097316)),Kreuzung auf Oberlaaer Straße,,10356200
STRASSENKNOTENOGD.3423332,3423332,,MULTIPOINT ((16.35595471714383 48.15126593811958)),Kreuzung auf Neilreichgasse,,10356201
STRASSENKNOTENOGD.3423333,3423333,,MULTIPOINT ((16.354336108611943 48.148937992239766)),Kreuzung zwischen Neilreichgasse und Hochwassergasse,,10356202
STRASSENKNOTENOGD.3423334,3423334,,MULTIPOINT ((16.3540879754251 48.14852764119454)),Kreuzung zwischen Brücke im Zuge der Neilreichgasse und Neilreichgasse und Unbenannte Verkehrsfläche und Unbenannte Verkehrsfläche,,10356203
STRASSENKNOTENOGD.3423335,3423335,,MULTIPOINT ((16.350729625399076 48.150353337305496)),Kreuzung zwischen Hochwassergasse und Büttnersteg,,10356204
STRASSENKNOTENOGD.3423336,3423336,,MULTIPOINT ((16.352793526648238 48.14944803457872)),Kreuzung auf Hochwassergasse,,10356205
STRASSENKNOTENOGD.3423337,3423337,,MULTIPOINT ((16.350576785739772 48.150095431148934)),Kreuzung zwischen Unbenannte Verkehrsfläche und Büttnergasse und Büttnersteg,,10356206
STRASSENKNOTENOGD.3423338,3423338,,MULTIPOINT ((16.353244026567086 48.148746841641334)),Kreuzung zwischen Unbenannte Verkehrsfläche und Lipinergasse,,10356207
STRASSENKNOTENOGD.3423339,3423339,,MULTIPOINT ((16.352795169222784 48.14803734860178)),Kreuzung zwischen Draschestraße und Lipinergasse,,10356208
STRASSENKNOTENOGD.3423340,3423340,,MULTIPOINT ((16.349928398230322 48.149125216962524)),Kreuzung zwischen Draschestraße und Büttnergasse,,10356209
STRASSENKNOTENOGD.3423341,3423341,,MULTIPOINT ((16.34923749333473 48.14808038717919)),Kreuzung zwischen Kolbegasse und Büttnergasse,,10356210
STRASSENKNOTENOGD.3423342,3423342,,MULTIPOINT ((16.349561250017885 48.14795388133012)),Kreuzung zwischen Kolbegasse und Schwemmingergasse,,10356211
STRASSENKNOTENOGD.3423343,3423343,,MULTIPOINT ((16.350630354372843 48.14756085602487)),Kreuzung zwischen Kolbegasse und Unbenannte Verkehrsfläche,,10356212
STRASSENKNOTENOGD.3423344,3423344,,MULTIPOINT ((16.3516535579516 48.14715405638983)),Kreuzung zwischen Kolbegasse und Toscaninigasse,,10356213
STRASSENKNOTENOGD.3423345,3423345,,MULTIPOINT ((16.349193414190783 48.14731694428893)),Kreuzung zwischen Beyfusgasse und Schwemmingergasse und Unbenannte Verkehrsfläche,,10356214
STRASSENKNOTENOGD.3423346,3423346,,MULTIPOINT ((16.350274493959084 48.14698792811849)),Kreuzung zwischen Unbenannte Verkehrsfläche und Unbenannte Verkehrsfläche,,10356215
STRASSENKNOTENOGD.3423347,3423347,,MULTIPOINT ((16.35134359435433 48.1466678256162)),Kreuzung zwischen Toscaninigasse und Unbenannte Verkehrsfläche,,10356216
STRASSENKNOTENOGD.3423348,3423348,,MULTIPOINT ((16.35074655427775 48.14563121278871)),Kreuzung zwischen Toscaninigasse und Nabuccogasse,,10356217
STRASSENKNOTENOGD.3423349,3423349,,MULTIPOINT ((16.351751595519545 48.14535081194949)),Kreuzung zwischen Vösendorfer Straße und Nabuccogasse,,10356218
STRASSENKNOTENOGD.3423350,3423350,,MULTIPOINT ((16.353155655162013 48.14661733578896)),Kreuzung auf Kolbegasse,,10356219
STRASSENKNOTENOGD.3423351,3423351,,MULTIPOINT ((16.361251758294365 48.1471159646494)),Kreuzung zwischen Inzersdorfer Brücke und Laxenburger Straße und Unbenannte Verkehrsfläche,,10356220
STRASSENKNOTENOGD.3423352,3423352,,MULTIPOINT ((16.360659980184057 48.14719921046804)),Kreuzung zwischen Laxenburger Straße und Hochwassergasse und Drdlasteg,,10356221
STRASSENKNOTENOGD.3423353,3423353,,MULTIPOINT ((16.360551708563875 48.14691496019575)),Kreuzung zwischen Drdlagasse und Drdlasteg,,10356222
STRASSENKNOTENOGD.3423354,3423354,,MULTIPOINT ((16.359883223636714 48.14707957991879)),Kreuzung zwischen Unbenannte Verkehrsfläche und Drdlagasse,,10356223
STRASSENKNOTENOGD.3423355,3423355,,MULTIPOINT ((16.359398282734773 48.146146832926426)),Kreuzung zwischen Draschestraße und Drdlagasse,,10356224
STRASSENKNOTENOGD.3423356,3423356,,MULTIPOINT ((16.36273397404175 48.14507520212398)),Kreuzung zwischen Kronfußgasse und Haböckgasse,,10356225
STRASSENKNOTENOGD.3423357,3423357,,MULTIPOINT ((16.363716981494868 48.14476434927353)),Kreuzung zwischen Wagner-Schönkirch-Gasse und Haböckgasse,,10356226
STRASSENKNOTENOGD.3423358,3423358,,MULTIPOINT ((16.36548380967847 48.146906499561574)),Kreuzung zwischen Oberlaaer Straße und Pongratzgasse,,10356227
STRASSENKNOTENOGD.3423359,3423359,,MULTIPOINT ((16.36497389388827 48.14598635959187)),Kreuzung zwischen Unbenannte Verkehrsfläche und Pongratzgasse,,10356228
STRASSENKNOTENOGD.3423360,3423360,,MULTIPOINT ((16.363602058807484 48.14738705303633)),Kreuzung zwischen Oberlaaer Straße und Dr.-Gonda-Gasse,,10356229
STRASSENKNOTENOGD.3423361,3423361,,MULTIPOINT ((16.365199181185933 48.1502403509971)),Ende Dr.-Gonda-Gasse,,10356230
STRASSENKNOTENOGD.3423362,3423362,,MULTIPOINT ((16.362732512732713 48.15098303667418)),Kreuzung zwischen Laxenburger Brücke und Laxenburger Straße,,10356231
STRASSENKNOTENOGD.3423363,3423363,,MULTIPOINT ((16.356742374722156 48.15277491898722)),Kreuzung auf Neilreichgasse,,10356232
STRASSENKNOTENOGD.3423364,3423364,,MULTIPOINT ((16.356090497960402 48.15158763677067)),Kreuzung zwischen Neilreichgasse und Brücke Neilreichgasse,,10356233
STRASSENKNOTENOGD.3424115,3424115,,MULTIPOINT ((16.388870629365535 48.13799187780437)),Kreuzung zwischen Liesingbachstraße und Roubiczekgasse,,10357025
STRASSENKNOTENOGD.3424116,3424116,,MULTIPOINT ((16.388551505153252 48.13694268458359)),Kreuzung zwischen Roubiczekgasse und Eckhelgasse,,10357027
STRASSENKNOTENOGD.3424117,3424117,,MULTIPOINT ((16.386611706127336 48.136724410533894)),Kreuzung zwischen Rosiwalgasse und Ranzonigasse,,10357028
STRASSENKNOTENOGD.3424118,3424118,,MULTIPOINT ((16.38739372723828 48.13642609013671)),Kreuzung auf Rosiwalgasse,,10357029
STRASSENKNOTENOGD.3424119,3424119,,MULTIPOINT ((16.38786047211269 48.13628198770219)),Kreuzung zwischen Rosiwalgasse und Radnitzkygasse,,10357030
STRASSENKNOTENOGD.3424120,3424120,,MULTIPOINT ((16.388323472608615 48.13617505271691)),Kreuzung zwischen Rosiwalgasse und Rothneusiedler Gasse und Roubiczekgasse,,10357031
STRASSENKNOTENOGD.3424121,3424121,,MULTIPOINT ((16.39323358348037 48.13581980011493)),Kreuzung auf Rothneusiedler Gasse,,10357032
STRASSENKNOTENOGD.3424122,3424122,,MULTIPOINT ((16.393845821115946 48.13570595348915)),Kreuzung zwischen Rothneusiedler Gasse und Passinigasse,,10357033
STRASSENKNOTENOGD.3424123,3424123,,MULTIPOINT ((16.393556738362985 48.13663782200966)),Ende Hintere Liesingbachstraße,,10357034
STRASSENKNOTENOGD.3424124,3424124,,MULTIPOINT ((16.394133945935327 48.13654176668406)),Kreuzung zwischen Passinigasse und Hintere Liesingbachstraße,,10357035
STRASSENKNOTENOGD.3424125,3424125,,MULTIPOINT ((16.39888390193951 48.13638167783352)),Kreuzung zwischen Liesingbachstraße und Brücke Leopoldsdorfer Straße und Leopoldsdorfer Straße,,10357036
STRASSENKNOTENOGD.3424126,3424126,,MULTIPOINT ((16.39751396122489 48.1366225674552)),Kreuzung zwischen Liesingbachstraße und Hintere Liesingbachstraße,,10357037
STRASSENKNOTENOGD.3424127,3424127,,MULTIPOINT ((16.396505975248854 48.13743481969948)),Kreuzung zwischen Kaistraße und Untere Kaistraße,,10357038
STRASSENKNOTENOGD.3424128,3424128,,MULTIPOINT ((16.395199372298002 48.1365564003586)),Kreuzung zwischen Hintere Liesingbachstraße und Stella-Kadmon-Weg,,10357041
STRASSENKNOTENOGD.3424129,3424129,,MULTIPOINT ((16.394869628423944 48.13550498243104)),Kreuzung zwischen Rothneusiedler Gasse und Stella-Kadmon-Weg,,10357042
STRASSENKNOTENOGD.3424130,3424130,,MULTIPOINT ((16.394706310353286 48.137356356867336)),Kreuzung auf Peutlmühlensteg,,10357043
STRASSENKNOTENOGD.3424131,3424131,,MULTIPOINT ((16.39912154125593 48.13680795863121)),Kreuzung zwischen Brücke Leopoldsdorfer Straße und Leopoldsdorfer Straße und Untere Kaistraße,,10357044
STRASSENKNOTENOGD.3424132,3424132,,MULTIPOINT ((16.383547675853265 48.140774469891255)),Kreuzung zwischen An der Hölle und Feßlergasse,,10357045
STRASSENKNOTENOGD.3424133,3424133,,MULTIPOINT ((16.390404681493575 48.144294220464474)),Kreuzung auf Bahnlände,,10357046
STRASSENKNOTENOGD.3424134,3424134,,MULTIPOINT ((16.3862152527888 48.13953654561793)),Kreuzung zwischen Wilhelm-Pinka-Platz und Franzosenweg,,10357047
STRASSENKNOTENOGD.3424135,3424135,,MULTIPOINT ((16.39806463098474 48.13733302679863)),Kreuzung zwischen Bischofplatz und Untere Kaistraße,,10357048
STRASSENKNOTENOGD.3424136,3424136,,MULTIPOINT ((16.397167937157494 48.14259839733119)),Kreuzung zwischen Bahnlände und Margareta-Heinrich-Weg,,10357049
STRASSENKNOTENOGD.3424137,3424137,,MULTIPOINT ((16.392479182982886 48.14376640968078)),Kreuzung zwischen Bahnlände und Unterführung Alma-Rose-Gasse,,10357050
STRASSENKNOTENOGD.3424138,3424138,,MULTIPOINT ((16.394257357621797 48.14330468664512)),Kreuzung zwischen Bahnlände und Franz-Mika-Weg,,10357051
STRASSENKNOTENOGD.3424139,3424139,,MULTIPOINT ((16.390481586881034 48.141564921113215)),Kreuzung zwischen Kurt-Tichy-Gasse und Ampferergasse,,10357052
STRASSENKNOTENOGD.3424140,3424140,,MULTIPOINT ((16.399661773775563 48.137972438042574)),Kreuzung zwischen Oberlaaer Straße und Laaer-Berg-Straße und Leopoldsdorfer Straße,,10357054
STRASSENKNOTENOGD.3424141,3424141,,MULTIPOINT ((16.408833387979723 48.13702221108308)),Kreuzung zwischen Oberlaaer Straße und Unter-Laaer Straße und Friedhofstraße,,10357056
STRASSENKNOTENOGD.3424142,3424142,,MULTIPOINT ((16.399478962971116 48.14261794398485)),Kreuzung auf Laaer-Berg-Straße,,10357057
STRASSENKNOTENOGD.3424143,3424143,,MULTIPOINT ((16.39964223797708 48.14187815299023)),Kreuzung zwischen Laaer-Berg-Straße und Margareta-Heinrich-Weg,,10357058
STRASSENKNOTENOGD.3424144,3424144,,MULTIPOINT ((16.40493419581856 48.14152394570691)),Kreuzung zwischen Fontanastraße und Kurbadstraße,,10357059
STRASSENKNOTENOGD.3424145,3424145,,MULTIPOINT ((16.404838406791416 48.14132910055707)),Kreuzung auf Fontanastraße,,10357060
STRASSENKNOTENOGD.3424146,3424146,,MULTIPOINT ((16.40016900506127 48.14144871005369)),Ende Untere Bahnlände,,10357061
STRASSENKNOTENOGD.3424147,3424147,,MULTIPOINT ((16.400785251909113 48.141309530618145)),Kreuzung zwischen Untere Bahnlände und Biererlgasse,,10357062
STRASSENKNOTENOGD.3424148,3424148,,MULTIPOINT ((16.402487498940104 48.14086704488946)),Kreuzung zwischen Untere Bahnlände und August-Kronberger-Gasse,,10357063
STRASSENKNOTENOGD.3424149,3424149,,MULTIPOINT ((16.404577007720366 48.140375401847095)),Kreuzung zwischen Untere Bahnlände und Kästenbaumgasse,,10357064
STRASSENKNOTENOGD.3424150,3424150,,MULTIPOINT ((16.40518849325038 48.140383397193155)),Kreuzung auf Untere Bahnlände,,10357065
STRASSENKNOTENOGD.3424151,3424151,,MULTIPOINT ((16.407335651970705 48.1400142033936)),Kreuzung zwischen Untere Bahnlände und Segnerstraße,,10357066
STRASSENKNOTENOGD.3424152,3424152,,MULTIPOINT ((16.401927663557608 48.13971516683281)),Kreuzung zwischen Biererlgasse und August-Kronberger-Gasse,,10357067
STRASSENKNOTENOGD.3424153,3424153,,MULTIPOINT ((16.403005742912974 48.13947769636698)),Kreuzung zwischen Biererlgasse und Blaschkagasse,,10357068
STRASSENKNOTENOGD.3424154,3424154,,MULTIPOINT ((16.40135509239223 48.1385989848751)),Kreuzung zwischen Friedhofstraße und August-Kronberger-Gasse und August-Kronberger-Weg,,10357069
STRASSENKNOTENOGD.3424155,3424155,,MULTIPOINT ((16.403508074253867 48.13838471350941)),Kreuzung zwischen Friedhofstraße und Kästenbaumgasse,,10357070
STRASSENKNOTENOGD.3424156,3424156,,MULTIPOINT ((16.40418680663386 48.13830098504796)),Kreuzung auf Friedhofstraße,,10357071
STRASSENKNOTENOGD.3424157,3424157,,MULTIPOINT ((16.406510039199084 48.13802023069405)),Kreuzung zwischen Friedhofstraße und Segnerstraße,,10357072
STRASSENKNOTENOGD.3424158,3424158,,MULTIPOINT ((16.401560033910066 48.13772012199115)),Kreuzung zwischen Oberlaaer Straße und Rudolf-Skodak-Gasse,,10357073
STRASSENKNOTENOGD.3424159,3424159,,MULTIPOINT ((16.40319578237532 48.13749329193391)),Kreuzung zwischen Ober-Laaer Platz und Oberlaaer Straße und Kästenbaumgasse,,10357074
STRASSENKNOTENOGD.3424160,3424160,,MULTIPOINT ((16.403748566909577 48.137509620128526)),Kreuzung zwischen Ober-Laaer Platz und Kirchengasse,,10357075
STRASSENKNOTENOGD.3421852,3421852,,MULTIPOINT ((16.395218058998697 48.164273565005274)),Ende Moselgasse,,10354606
STRASSENKNOTENOGD.3421853,3421853,,MULTIPOINT ((16.382768075529327 48.16667122399145)),Kreuzung zwischen Schleiergasse und Unbenannte Verkehrsfläche,,10354607
STRASSENKNOTENOGD.3421854,3421854,,MULTIPOINT ((16.382655211262325 48.16555469657886)),Kreuzung zwischen Unbenannte Verkehrsfläche und Patrubangasse und Hebbelgasse,,10354608
STRASSENKNOTENOGD.3421855,3421855,,MULTIPOINT ((16.382543692142082 48.167320025622224)),Kreuzung zwischen Eisenstadtplatz und Unbenannte Verkehrsfläche,,10354609
STRASSENKNOTENOGD.3421856,3421856,,MULTIPOINT ((16.39115985385531 48.168288130857796)),Kreuzung zwischen Moselgasse und Brücke Ferdinand-Löwe-Straße,,10354610
STRASSENKNOTENOGD.3421857,3421857,,MULTIPOINT ((16.38846916555354 48.166327657076856)),Kreuzung zwischen Absbergbrücke und Laaer-Berg-Straße und Rudolf-Friemel-Gasse,,10354611
STRASSENKNOTENOGD.3421858,3421858,,MULTIPOINT ((16.385100377034174 48.168931643172144)),Kreuzung auf Laaer-Berg-Straße,,10354612
STRASSENKNOTENOGD.3421859,3421859,,MULTIPOINT ((16.393216989239715 48.16601189681179)),Kreuzung zwischen Moselgasse und Unbenannte Verkehrsfläche,,10354614
STRASSENKNOTENOGD.3421860,3421860,,MULTIPOINT ((16.39388017689249 48.16633701010933)),Kreuzung auf Unbenannte Verkehrsfläche,,10354615
STRASSENKNOTENOGD.3421861,3421861,,MULTIPOINT ((16.39797989897245 48.16807149511077)),Kreuzung auf Laaer Wald,,10354616
STRASSENKNOTENOGD.3421862,3421862,,MULTIPOINT ((16.38373302811365 48.16480718020731)),Beginn Maria-Rekker-Gasse,,10354617
STRASSENKNOTENOGD.3421863,3421863,,MULTIPOINT ((16.3862015328047 48.17119227639111)),Kreuzung zwischen Laimäckergasse und Feuchterslebengasse,,10354618
STRASSENKNOTENOGD.3421864,3421864,,MULTIPOINT ((16.38733778512984 48.17094249298172)),Kreuzung zwischen Schrankenberggasse und Feuchterslebengasse,,10354619
STRASSENKNOTENOGD.3421865,3421865,,MULTIPOINT ((16.388557900113987 48.170643338272704)),Kreuzung zwischen Absberggasse und Ferdinand-Löwe-Straße und Feuchterslebengasse,,10354620
STRASSENKNOTENOGD.3421866,3421866,,MULTIPOINT ((16.384336910232886 48.16973236788827)),Kreuzung auf Laaer-Berg-Straße,,10354621
STRASSENKNOTENOGD.3421867,3421867,,MULTIPOINT ((16.38360811711868 48.169660233012635)),Kreuzung zwischen Laaer-Berg-Straße und Klausenburger Straße,,10354622
STRASSENKNOTENOGD.3421868,3421868,,MULTIPOINT ((16.3846652258343 48.17082245356879)),Kreuzung auf Hausergasse,,10354624
STRASSENKNOTENOGD.3421869,3421869,,MULTIPOINT ((16.38330749942996 48.16873306492407)),Kreuzung auf Unbenannte Verkehrsfläche,,10354625
STRASSENKNOTENOGD.3421870,3421870,,MULTIPOINT ((16.382664406764096 48.16945040095158)),Kreuzung zwischen Klausenburger Straße und Unbenannte Verkehrsfläche und Unbenannte Verkehrsfläche,,10354628
STRASSENKNOTENOGD.3421871,3421871,,MULTIPOINT ((16.384199258597516 48.16596128902771)),Kreuzung zwischen Unbenannte Verkehrsfläche und Unbenannte Verkehrsfläche,,10354629
STRASSENKNOTENOGD.3421872,3421872,,MULTIPOINT ((16.38580023124428 48.16699722490972)),Kreuzung zwischen Unbenannte Verkehrsfläche und Unbenannte Verkehrsfläche,,10354631
STRASSENKNOTENOGD.3421873,3421873,,MULTIPOINT ((16.383748736411068 48.16873014274667)),Kreuzung auf Unbenannte Verkehrsfläche,,10354632
STRASSENKNOTENOGD.3421874,3421874,,MULTIPOINT ((16.38315394067908 48.168731441599455)),Kreuzung zwischen Unbenannte Verkehrsfläche und Unbenannte Verkehrsfläche,,10354633
STRASSENKNOTENOGD.3421875,3421875,,MULTIPOINT ((16.39553294610381 48.16948206079953)),Kreuzung auf Laaer Wald,,10354636
STRASSENKNOTENOGD.3421876,3421876,,MULTIPOINT ((16.394377659055287 48.17020471347623)),Kreuzung zwischen Laaer Wald und Unterführung Laaer Wald,,10354637
STRASSENKNOTENOGD.3421877,3421877,,MULTIPOINT ((16.393451532523514 48.171023989203874)),Kreuzung zwischen Puchsbaumgasse und Laaer Wald und Gewidmete Verkehrsfläche,,10354638
STRASSENKNOTENOGD.3421878,3421878,,MULTIPOINT ((16.392396114172342 48.16295022694015)),Kreuzung auf Laaer-Berg-Straße,,10354639
STRASSENKNOTENOGD.3421879,3421879,,MULTIPOINT ((16.39743760863413 48.170349334156484)),Kreuzung zwischen An der Ostbahn und Urselbrunnengasse,,10354640
STRASSENKNOTENOGD.3421880,3421880,,MULTIPOINT ((16.383329183316093 48.16821130534006)),Kreuzung zwischen Unbenannte Verkehrsfläche und Unbenannte Verkehrsfläche,,10354641
STRASSENKNOTENOGD.3421881,3421881,,MULTIPOINT ((16.383548151166174 48.165681291755895)),Kreuzung auf Unbenannte Verkehrsfläche,,10354642
STRASSENKNOTENOGD.3421882,3421882,,MULTIPOINT ((16.386388366757224 48.16546677514658)),Kreuzung zwischen Unbenannte Verkehrsfläche und Unbenannte Verkehrsfläche und Steg Absberggasse,,10354643
STRASSENKNOTENOGD.3421883,3421883,,MULTIPOINT ((16.386839364267562 48.16527223844251)),Kreuzung zwischen Unbenannte Verkehrsfläche und Steg Absberggasse,,10354644
STRASSENKNOTENOGD.3421884,3421884,,MULTIPOINT ((16.390091797408257 48.169194428864316)),Kreuzung auf Brücke Ferdinand-Löwe-Straße,,10354645
STRASSENKNOTENOGD.3421885,3421885,,MULTIPOINT ((16.39014350188759 48.16922194650686)),Kreuzung auf Brücke Ferdinand-Löwe-Straße,,10354646
STRASSENKNOTENOGD.3421886,3421886,,MULTIPOINT ((16.409894570614057 48.171135672716346)),Kreuzung zwischen Herderplatz und Am Kanal,,10354647
STRASSENKNOTENOGD.3421887,3421887,,MULTIPOINT ((16.41041920693283 48.17024654525344)),Kreuzung zwischen Am Kanal und Grillgasse und Ludwig-Kralik-Weg,,10354648
STRASSENKNOTENOGD.3421888,3421888,,MULTIPOINT ((16.411522434454422 48.1709929724922)),Kreuzung zwischen Grillgasse und Herbortgasse,,10354649
STRASSENKNOTENOGD.3421889,3421889,,MULTIPOINT ((16.41315070835951 48.169375701685325)),Kreuzung zwischen Braunhubergasse und Herbortgasse,,10354650
STRASSENKNOTENOGD.3421890,3421890,,MULTIPOINT ((16.414133095071623 48.16979765335783)),Kreuzung zwischen Ehamgasse und Braunhubergasse,,10354651
STRASSENKNOTENOGD.3421891,3421891,,MULTIPOINT ((16.41536543931325 48.17032790603214)),Kreuzung zwischen Braunhubergasse und Lorystraße,,10354652
STRASSENKNOTENOGD.3421892,3421892,,MULTIPOINT ((16.41396473878221 48.168557116354464)),Kreuzung zwischen Herbortgasse und Römersthalgasse,,10354653
STRASSENKNOTENOGD.3421893,3421893,,MULTIPOINT ((16.41493012128869 48.16899193048237)),Kreuzung zwischen Ehamgasse und Römersthalgasse,,10354654
STRASSENKNOTENOGD.3421894,3421894,,MULTIPOINT ((16.41554135297943 48.16840947540484)),Kreuzung zwischen Ehamgasse und Unbenannte Verkehrsfläche,,10354655
STRASSENKNOTENOGD.3421895,3421895,,MULTIPOINT ((16.409293086604347 48.169112849614805)),Kreuzung zwischen Werkstättenweg und Grillgasse,,10354657
STRASSENKNOTENOGD.3421896,3421896,,MULTIPOINT ((16.413187971749576 48.16683577647898)),Kreuzung zwischen Leberstraße und Swatoschgasse,,10354659
STRASSENKNOTENOGD.3421851,3421851,,MULTIPOINT ((16.393177595331263 48.16439396723416)),Kreuzung auf Collmanngasse,,10354605
STRASSENKNOTENOGD.3422607,3422607,,MULTIPOINT ((16.379220348154945 48.155144117949376)),Kreuzung zwischen Stinygasse und Unbenannte Verkehrsfläche,,10355430
STRASSENKNOTENOGD.3422608,3422608,,MULTIPOINT ((16.379230054920857 48.15595301962998)),Kreuzung zwischen Stinygasse und Fingergasse,,10355431
STRASSENKNOTENOGD.3422609,3422609,,MULTIPOINT ((16.3770381179515 48.15523927477015)),Ende Holeyplatz,,10355432
STRASSENKNOTENOGD.3422610,3422610,,MULTIPOINT ((16.37781182589733 48.1539855550517)),Kreuzung zwischen Selma-Lagerlöf-Gasse und Jenny-Lind-Gasse,,10355433
STRASSENKNOTENOGD.3422611,3422611,,MULTIPOINT ((16.381924036170762 48.154594340853656)),Kreuzung auf Favoritenstraße,,10355434
STRASSENKNOTENOGD.3422612,3422612,,MULTIPOINT ((16.382115949723737 48.15608567676631)),Kreuzung zwischen Favoritenstraße und Libussagasse und Rundumadum,,10355435
STRASSENKNOTENOGD.3422613,3422613,,MULTIPOINT ((16.377122359158367 48.15566916691042)),Kreuzung auf Holeyplatz,,10355436
STRASSENKNOTENOGD.3422614,3422614,,MULTIPOINT ((16.380825030735917 48.16131859904979)),Kreuzung zwischen Anningerweg und Stadtwanderweg 7,,10355437
