FID,OBJECTID,SE_ANNO_CAD_DATA,SHAPE,FEATURENAME,NEIGHBORNODE_OBJECTID,GIP_OBJECTID
STRASSENKNOTENOGD.3418313,3418313,,MULTIPOINT ((16.310002432037532 48.197493965774704)),Kreuzung zwischen Hickelgasse und Cervantesgasse,,10350817
STRASSENKNOTENOGD.3418314,3418314,,MULTIPOINT ((16.31107796996988 48.19741825461282)),Kreuzung zwischen Gurkgasse und Cervantesgasse,,10350818
STRASSENKNOTENOGD.3418315,3418315,,MULTIPOINT ((16.310123105918994 48.198266076872265)),Kreuzung zwischen Meiselstraße und Hickelgasse,,10350819
STRASSENKNOTENOGD.3415989,3415989,,MULTIPOINT ((16.39080247415728 48.21021384901857)),Kreuzung zwischen Löwengasse und Dianagasse,,10348399
STRASSENKNOTENOGD.3415990,3415990,,MULTIPOINT ((16.391399192290436 48.20969736742072)),Kreuzung zwischen Löwengasse und Krieglergasse,,10348400
STRASSENKNOTENOGD.3415991,3415991,,MULTIPOINT ((16.392469064760306 48.210180444021056)),Kreuzung zwischen Adamsgasse und Krieglergasse,,10348401
STRASSENKNOTENOGD.3415992,3415992,,MULTIPOINT ((16.39183294307265 48.209349443404626)),Kreuzung zwischen Kolonitzplatz und Löwengasse,,10348402
STRASSENKNOTENOGD.3415993,3415993,,MULTIPOINT ((16.392238772408984 48.20904228233323)),Kreuzung zwischen Löwengasse und Custozzagasse,,10348403
STRASSENKNOTENOGD.3415994,3415994,,MULTIPOINT ((16.39309484121417 48.20934088588948)),Kreuzung zwischen Adamsgasse und Custozzagasse,,10348404
STRASSENKNOTENOGD.3415995,3415995,,MULTIPOINT ((16.39398036184938 48.209649093682394)),Kreuzung zwischen Untere Weißgerberstraße und Custozzagasse,,10348405
STRASSENKNOTENOGD.3415996,3415996,,MULTIPOINT ((16.39782149997059 48.20999720005119)),Kreuzung zwischen Böcklinstraße und Josef-Gall-Gasse,,10348406
STRASSENKNOTENOGD.3415997,3415997,,MULTIPOINT ((16.398750481829317 48.210139535301394)),Kreuzung zwischen Rustenschacherallee und Josef-Gall-Gasse,,10348407
STRASSENKNOTENOGD.3415998,3415998,,MULTIPOINT ((16.383460450370322 48.20847143768543)),Kreuzung zwischen Oskar-Kokoschka-Platz und Schallautzerstraße und Fritz-Wotruba-Promenade und Kleine Marxerbrücke,,10348408
STRASSENKNOTENOGD.3415999,3415999,,MULTIPOINT ((16.38678762731113 48.20945639341334)),Kreuzung auf Hintere Zollamtsstraße,,10348409
STRASSENKNOTENOGD.3416000,3416000,,MULTIPOINT ((16.386813738838924 48.20886037072636)),Kreuzung zwischen Hintere Zollamtsstraße und Zollgasse,,10348410
STRASSENKNOTENOGD.3416001,3416001,,MULTIPOINT ((16.38659865471796 48.208304290468)),Kreuzung zwischen Obere Viaduktgasse und Hintere Zollamtsstraße und Markthallenbrücke,,10348411
STRASSENKNOTENOGD.3416002,3416002,,MULTIPOINT ((16.38853015402572 48.20917562836966)),Kreuzung zwischen Untere Viaduktgasse und Hetzgasse,,10348412
STRASSENKNOTENOGD.3416003,3416003,,MULTIPOINT ((16.389076849814103 48.20957838650462)),Kreuzung zwischen Untere Viaduktgasse und Lorbeergasse,,10348413
STRASSENKNOTENOGD.3416004,3416004,,MULTIPOINT ((16.3899194739769 48.20919297321286)),Kreuzung zwischen Bechardgasse und Lorbeergasse,,10348414
STRASSENKNOTENOGD.3416005,3416005,,MULTIPOINT ((16.389683544009937 48.20873948786547)),Kreuzung zwischen Hetzgasse und Bechardgasse,,10348415
STRASSENKNOTENOGD.3416006,3416006,,MULTIPOINT ((16.390356416461405 48.208577294524474)),Kreuzung zwischen Hetzgasse und Kollergasse,,10348416
STRASSENKNOTENOGD.3416007,3416007,,MULTIPOINT ((16.390534417501986 48.20891670446429)),Kreuzung zwischen Kollergasse und Lorbeergasse,,10348417
STRASSENKNOTENOGD.3416008,3416008,,MULTIPOINT ((16.39096364529586 48.2091559450082)),Kreuzung zwischen Kolonitzplatz und Kollergasse,,10348418
STRASSENKNOTENOGD.3416009,3416009,,MULTIPOINT ((16.391342154700894 48.208855053103406)),Kreuzung zwischen Kolonitzplatz und Seidlgasse,,10348419
STRASSENKNOTENOGD.3416010,3416010,,MULTIPOINT ((16.391146070368954 48.2084195380279)),Kreuzung zwischen Hetzgasse und Seidlgasse,,10348420
STRASSENKNOTENOGD.3416011,3416011,,MULTIPOINT ((16.392097883995124 48.20833532926817)),Kreuzung zwischen Hetzgasse und Blattgasse,,10348421
STRASSENKNOTENOGD.3416012,3416012,,MULTIPOINT ((16.392978367686034 48.208386608296024)),Kreuzung zwischen Löwengasse und Hetzgasse,,10348422
STRASSENKNOTENOGD.3416013,3416013,,MULTIPOINT ((16.39371272500906 48.208512147923116)),Kreuzung zwischen Hetzgasse und Adamsgasse,,10348423
STRASSENKNOTENOGD.3416014,3416014,,MULTIPOINT ((16.39442060667038 48.20864774350816)),Kreuzung zwischen Untere Weißgerberstraße und Hetzgasse,,10348424
STRASSENKNOTENOGD.3416015,3416015,,MULTIPOINT ((16.384971601287102 48.20796339199498)),Kreuzung zwischen Marxergasse und Gigergasse,,10348425
STRASSENKNOTENOGD.3416016,3416016,,MULTIPOINT ((16.384658395886696 48.20754927438573)),Kreuzung zwischen Gigergasse und Stelzhamergasse,,10348426
STRASSENKNOTENOGD.3416017,3416017,,MULTIPOINT ((16.38659346487984 48.20740813268976)),Kreuzung zwischen Marxergasse und Invalidenstraße und Markthallenbrücke,,10348427
STRASSENKNOTENOGD.3416018,3416018,,MULTIPOINT ((16.38776633685804 48.20765942210571)),Kreuzung zwischen Untere Viaduktgasse und Hansalgasse,,10348428
STRASSENKNOTENOGD.3416019,3416019,,MULTIPOINT ((16.388036282961462 48.20819783978273)),Kreuzung zwischen Untere Viaduktgasse und Kegelgasse,,10348429
STRASSENKNOTENOGD.3416020,3416020,,MULTIPOINT ((16.389233754809283 48.20791955709802)),Kreuzung zwischen Kegelgasse und Bechardgasse,,10348430
STRASSENKNOTENOGD.3416021,3416021,,MULTIPOINT ((16.388962767803037 48.20740151772666)),Kreuzung zwischen Bechardgasse und Hansalgasse,,10348431
STRASSENKNOTENOGD.3416022,3416022,,MULTIPOINT ((16.389905151580923 48.20776137173707)),Kreuzung zwischen Kegelgasse und Kollergasse,,10348432
STRASSENKNOTENOGD.3416023,3416023,,MULTIPOINT ((16.39075791410428 48.20755461756101)),Kreuzung zwischen Kegelgasse und Seidlgasse,,10348433
STRASSENKNOTENOGD.3416024,3416024,,MULTIPOINT ((16.391987052137868 48.207812582081345)),Kreuzung zwischen Blattgasse und Blütengasse,,10348434
STRASSENKNOTENOGD.3416025,3416025,,MULTIPOINT ((16.392642391474915 48.2078764086739)),Kreuzung zwischen Blütengasse und Stammgasse,,10348435
STRASSENKNOTENOGD.3416026,3416026,,MULTIPOINT ((16.3927818755632 48.207400753313095)),Kreuzung zwischen Kegelgasse und Stammgasse,,10348436
STRASSENKNOTENOGD.3416027,3416027,,MULTIPOINT ((16.393290897013237 48.20793847855212)),Kreuzung zwischen Löwengasse und Blütengasse,,10348437
STRASSENKNOTENOGD.3416028,3416028,,MULTIPOINT ((16.393543150596972 48.20754876383036)),Kreuzung zwischen Löwengasse und Kegelgasse,,10348438
STRASSENKNOTENOGD.3416029,3416029,,MULTIPOINT ((16.394595084675792 48.20817670516765)),Kreuzung zwischen Untere Weißgerberstraße und Blütengasse,,10348439
STRASSENKNOTENOGD.3416030,3416030,,MULTIPOINT ((16.39474041567675 48.207772498319805)),Kreuzung zwischen Untere Weißgerberstraße und Kegelgasse,,10348440
STRASSENKNOTENOGD.3416031,3416031,,MULTIPOINT ((16.398502744422395 48.20799359293886)),Kreuzung zwischen Böcklinstraße und Sellenygasse,,10348441
STRASSENKNOTENOGD.3416032,3416032,,MULTIPOINT ((16.399326525321154 48.20809206850826)),Kreuzung zwischen Rustenschacherallee und Sellenygasse,,10348442
STRASSENKNOTENOGD.3416033,3416033,,MULTIPOINT ((16.383351013798404 48.21165873552529)),Kreuzung auf Unbenannte Verkehrsfläche,,10348443
STRASSENKNOTENOGD.3416034,3416034,,MULTIPOINT ((16.38728510503085 48.20857814000228)),Kreuzung zwischen Obere Viaduktgasse und Zollgasse,,10348444
STRASSENKNOTENOGD.3415988,3415988,,MULTIPOINT ((16.390227933288045 48.209741976876224)),Kreuzung zwischen Kolonitzplatz und Bechardgasse und Kolonitzgasse,,10348398
STRASSENKNOTENOGD.3416760,3416760,,MULTIPOINT ((16.27259191021961 48.20442763175036)),Kreuzung zwischen Griesingergasse und Heinrich-Müller-Weg,,10349227
STRASSENKNOTENOGD.3416761,3416761,,MULTIPOINT ((16.275976930123107 48.20433186184488)),Kreuzung zwischen Niederpointenstraße und Griesingergasse,,10349228
STRASSENKNOTENOGD.3416762,3416762,,MULTIPOINT ((16.278267654873694 48.205576772860304)),Kreuzung zwischen Käthe-Jonas-Weg und Grüne Stube,,10349229
STRASSENKNOTENOGD.3416763,3416763,,MULTIPOINT ((16.28103354910899 48.206171474045625)),Kreuzung zwischen Raimannstraße und Käthe-Jonas-Weg,,10349230
STRASSENKNOTENOGD.3416764,3416764,,MULTIPOINT ((16.268633361305987 48.203449399258474)),Kreuzung zwischen Krafft-Ebing-Gasse und Schöneckergasse,,10349231
STRASSENKNOTENOGD.3416765,3416765,,MULTIPOINT ((16.26891555918595 48.203452726613314)),Kreuzung zwischen Krafft-Ebing-Gasse und Freumbichlerweg,,10349232
STRASSENKNOTENOGD.3416766,3416766,,MULTIPOINT ((16.270376847506164 48.20292838151147)),Kreuzung zwischen Krafft-Ebing-Gasse und Siegfried-Charoux-Weg,,10349233
STRASSENKNOTENOGD.3416767,3416767,,MULTIPOINT ((16.27165135477332 48.20272921449051)),Kreuzung zwischen Krafft-Ebing-Gasse und Alfons-Mucha-Weg,,10349234
STRASSENKNOTENOGD.3416768,3416768,,MULTIPOINT ((16.266440858843723 48.20186113770129)),Kreuzung auf Flötzersteig,,10349235
STRASSENKNOTENOGD.3416769,3416769,,MULTIPOINT ((16.26872951352706 48.202181270034245)),Kreuzung zwischen Flötzersteig und Schöneckergasse,,10349236
STRASSENKNOTENOGD.3416770,3416770,,MULTIPOINT ((16.270526526681863 48.20242337037908)),Kreuzung zwischen Flötzersteig und Ernst-Bergmann-Gasse,,10349237
STRASSENKNOTENOGD.3416771,3416771,,MULTIPOINT ((16.272918437056312 48.202832778229315)),Kreuzung zwischen Flötzersteig und Karl-Toldt-Weg und Heinrich-Müller-Weg,,10349238
STRASSENKNOTENOGD.3416772,3416772,,MULTIPOINT ((16.273841342317052 48.20300106235735)),Kreuzung zwischen Flötzersteig und Bensasteig,,10349239
STRASSENKNOTENOGD.3416773,3416773,,MULTIPOINT ((16.27789025419319 48.2037802554978)),Kreuzung zwischen Flötzersteig und Friedrich-Lieder-Weg und Wagner-Jauregg-Weg,,10349240
STRASSENKNOTENOGD.3416774,3416774,,MULTIPOINT ((16.28135814822506 48.20447359582556)),Kreuzung zwischen Flötzersteig und Raimannstraße,,10349241
STRASSENKNOTENOGD.3416775,3416775,,MULTIPOINT ((16.26877692802983 48.20128857934448)),Ende Minorgasse,,10349242
STRASSENKNOTENOGD.3416776,3416776,,MULTIPOINT ((16.269430624285395 48.20130139630812)),Kreuzung zwischen Minorgasse und Lorenz-Weiß-Gasse,,10349243
STRASSENKNOTENOGD.3416777,3416777,,MULTIPOINT ((16.273624476142423 48.20173823850769)),Kreuzung zwischen Minorgasse und Jezikweg,,10349244
STRASSENKNOTENOGD.3416778,3416778,,MULTIPOINT ((16.274106114814074 48.20185232039527)),Kreuzung zwischen Minorgasse und Bensasteig,,10349245
STRASSENKNOTENOGD.3416779,3416779,,MULTIPOINT ((16.27471771304902 48.202008624628434)),Kreuzung zwischen Minorgasse und Schenkweg,,10349246
STRASSENKNOTENOGD.3416780,3416780,,MULTIPOINT ((16.27543066798912 48.20222484080163)),Kreuzung zwischen Minorgasse und Tinterstraße,,10349247
STRASSENKNOTENOGD.3416781,3416781,,MULTIPOINT ((16.27657013629995 48.202433124638986)),Kreuzung zwischen Minorgasse und Schilchergasse,,10349248
STRASSENKNOTENOGD.3416782,3416782,,MULTIPOINT ((16.277105611778588 48.20244548501398)),Kreuzung zwischen Minorgasse und Schilchergasse,,10349249
STRASSENKNOTENOGD.3416783,3416783,,MULTIPOINT ((16.276269785944528 48.20313078657396)),Kreuzung auf Schilchergasse,,10349250
STRASSENKNOTENOGD.3416784,3416784,,MULTIPOINT ((16.2776440824802 48.203057861883266)),Ende Hlavacekweg,,10349251
STRASSENKNOTENOGD.3416785,3416785,,MULTIPOINT ((16.277937516365046 48.203068128171886)),Kreuzung zwischen Friedrich-Lieder-Weg und Hlavacekweg,,10349252
STRASSENKNOTENOGD.3416786,3416786,,MULTIPOINT ((16.27797266936918 48.20246791805582)),Kreuzung zwischen Minorgasse und Friedrich-Lieder-Weg,,10349253
STRASSENKNOTENOGD.3416787,3416787,,MULTIPOINT ((16.2757054572336 48.201819166035214)),Kreuzung zwischen Tinterstraße und Wilhelm-Legler-Gasse,,10349254
STRASSENKNOTENOGD.3416788,3416788,,MULTIPOINT ((16.277197837016228 48.20157642114127)),Kreuzung zwischen Wilhelm-Legler-Gasse und Unbenannte Verkehrsfläche,,10349255
STRASSENKNOTENOGD.3416789,3416789,,MULTIPOINT ((16.277691360421073 48.20187302790975)),Ende Tina-Blau-Weg,,10349256
STRASSENKNOTENOGD.3416790,3416790,,MULTIPOINT ((16.278039345236987 48.20187383649796)),Kreuzung zwischen Friedrich-Lieder-Weg und Tina-Blau-Weg,,10349257
STRASSENKNOTENOGD.3416791,3416791,,MULTIPOINT ((16.278090911403673 48.20144246894391)),Kreuzung zwischen Müller-Guttenbrunn-Straße und Friedrich-Lieder-Weg,,10349258
STRASSENKNOTENOGD.3416792,3416792,,MULTIPOINT ((16.279014037357957 48.20159377834594)),Kreuzung zwischen Waidhausenstraße und Müller-Guttenbrunn-Straße,,10349259
STRASSENKNOTENOGD.3416793,3416793,,MULTIPOINT ((16.26832564338769 48.19968829110214)),Kreuzung auf Linzer Straße,,10349260
STRASSENKNOTENOGD.3416794,3416794,,MULTIPOINT ((16.27165152866778 48.19982615712025)),Kreuzung zwischen Müller-Guttenbrunn-Straße und Karl-Toldt-Weg,,10349261
STRASSENKNOTENOGD.3416795,3416795,,MULTIPOINT ((16.27424441005069 48.200644420443986)),Kreuzung zwischen Ernst-Bergmann-Gasse und Bensasteig,,10349262
STRASSENKNOTENOGD.3416796,3416796,,MULTIPOINT ((16.275699544953152 48.20067983288978)),Kreuzung zwischen Kinkplatz und Schenkweg,,10349263
STRASSENKNOTENOGD.3416797,3416797,,MULTIPOINT ((16.267408763464765 48.198609331868326)),Ende Hanakgasse,,10349264
STRASSENKNOTENOGD.3416798,3416798,,MULTIPOINT ((16.274201475767704 48.19850885580473)),Kreuzung zwischen Hütteldorfer Straße und Ernst-Bergmann-Gasse,,10349265
STRASSENKNOTENOGD.3416799,3416799,,MULTIPOINT ((16.27487249808431 48.19965191825648)),Kreuzung zwischen Kinkplatz und Ernst-Bergmann-Gasse,,10349266
STRASSENKNOTENOGD.3416800,3416800,,MULTIPOINT ((16.277352018608948 48.20001350417095)),Kreuzung zwischen Kinkplatz und Hochsatzengasse,,10349267
STRASSENKNOTENOGD.3416801,3416801,,MULTIPOINT ((16.27794751593795 48.20036454319596)),Kreuzung zwischen Kinkplatz und Tinterstraße,,10349268
STRASSENKNOTENOGD.3416802,3416802,,MULTIPOINT ((16.27658499528724 48.1988624673585)),Ende Unbenannte Verkehrsfläche,,10349269
STRASSENKNOTENOGD.3416803,3416803,,MULTIPOINT ((16.27758538160744 48.19886298116581)),Kreuzung zwischen Hochsatzengasse und Unbenannte Verkehrsfläche,,10349270
STRASSENKNOTENOGD.3416804,3416804,,MULTIPOINT ((16.277624475674994 48.19904855669212)),Kreuzung zwischen Hochsatzengasse und Abtsbergengasse,,10349271
STRASSENKNOTENOGD.3416805,3416805,,MULTIPOINT ((16.27886910044985 48.19905185345774)),Beginn Abtsbergengasse,,10349272
STRASSENKNOTENOGD.3416806,3416806,,MULTIPOINT ((16.28042027169404 48.19916446897763)),Kreuzung zwischen Waidhausenstraße und Unbenannte Verkehrsfläche,,10349273
STRASSENKNOTENOGD.3416807,3416807,,MULTIPOINT ((16.280746633170512 48.19853847265855)),Kreuzung auf Waidhausenstraße,,10349274
STRASSENKNOTENOGD.3416808,3416808,,MULTIPOINT ((16.272700278235824 48.198464687222426)),Kreuzung zwischen Linzer Straße und Sauergasse,,10349275
STRASSENKNOTENOGD.3417543,3417543,,MULTIPOINT ((16.381457355759125 48.20150010672944)),Kreuzung zwischen Beatrixgasse und Grimmelshausengasse,,10350016
STRASSENKNOTENOGD.3417544,3417544,,MULTIPOINT ((16.38087873809605 48.20084319529565)),Kreuzung zwischen Salesianergasse und Bayerngasse,,10350017
STRASSENKNOTENOGD.3417545,3417545,,MULTIPOINT ((16.381663707483913 48.20095481055511)),Kreuzung zwischen Grimmelshausengasse und Bayerngasse,,10350018
STRASSENKNOTENOGD.3417546,3417546,,MULTIPOINT ((16.380634818186042 48.200128328012426)),Kreuzung zwischen Traungasse und Lagergasse,,10350019
STRASSENKNOTENOGD.3417547,3417547,,MULTIPOINT ((16.37148101380128 48.20192516473609)),Kreuzung zwischen Max-Weiler-Platz und Kärntner Ring und Akademiestraße,,10350020
STRASSENKNOTENOGD.3417548,3417548,,MULTIPOINT ((16.372876517942924 48.201613336589205)),Kreuzung zwischen Kärntner Ring und Dumbastraße,,10350021
STRASSENKNOTENOGD.3417549,3417549,,MULTIPOINT ((16.366452490889014 48.20225372963797)),Kreuzung zwischen Schillerplatz und Elisabethstraße,,10350022
STRASSENKNOTENOGD.3417550,3417550,,MULTIPOINT ((16.367645536378674 48.20199035683391)),Kreuzung zwischen Operngasse und Elisabethstraße,,10350023
STRASSENKNOTENOGD.3417551,3417551,,MULTIPOINT ((16.369261961337482 48.20164197679877)),Kreuzung zwischen Kärntner Straße und Bösendorferstraße,,10350024
STRASSENKNOTENOGD.3417552,3417552,,MULTIPOINT ((16.371131594274033 48.2012091856675)),Kreuzung zwischen Akademiestraße und Bösendorferstraße,,10350025
STRASSENKNOTENOGD.3417553,3417553,,MULTIPOINT ((16.3725118404887 48.20089511824372)),Kreuzung zwischen Musikvereinsplatz und Bösendorferstraße und Dumbastraße,,10350026
STRASSENKNOTENOGD.3417554,3417554,,MULTIPOINT ((16.373328950144554 48.2007140784258)),Kreuzung zwischen Bösendorferstraße und Canovagasse,,10350027
STRASSENKNOTENOGD.3417555,3417555,,MULTIPOINT ((16.36612586915058 48.20158663007444)),Kreuzung zwischen Schillerplatz und Nibelungengasse und Makartgasse,,10350028
STRASSENKNOTENOGD.3417556,3417556,,MULTIPOINT ((16.367310701410222 48.20131876624104)),Kreuzung zwischen Friedrichstraße und Operngasse und Nibelungengasse,,10350029
STRASSENKNOTENOGD.3417557,3417557,,MULTIPOINT ((16.366884352262097 48.19997432276365)),Kreuzung zwischen Operngasse und Treitlstraße,,10350030
STRASSENKNOTENOGD.3417558,3417558,,MULTIPOINT ((16.36820839512039 48.199540247901545)),Kreuzung zwischen Karlsplatz und Wiedner Hauptstraße und Treitlstraße,,10350031
STRASSENKNOTENOGD.3417559,3417559,,MULTIPOINT ((16.36913002550177 48.19929442951067)),Kreuzung zwischen Karlsplatz und Resselgasse,,10350032
STRASSENKNOTENOGD.3417560,3417560,,MULTIPOINT ((16.366668798158873 48.19943991506064)),Kreuzung zwischen Operngasse und Resselgasse und Bärenmühldurchgang,,10350033
STRASSENKNOTENOGD.3417561,3417561,,MULTIPOINT ((16.36626434102964 48.19845638675242)),Kreuzung zwischen Operngasse und Faulmanngasse und Schaurhofergasse,,10350034
STRASSENKNOTENOGD.3417562,3417562,,MULTIPOINT ((16.371060668386768 48.19844905716725)),Kreuzung zwischen Karlsplatz und Argentinierstraße und Karlsgasse,,10350035
STRASSENKNOTENOGD.3417563,3417563,,MULTIPOINT ((16.3734999432154 48.198834788850704)),Kreuzung zwischen Technikerstraße und Brucknerstraße und Maderstraße und Mattiellistraße und Symphonikerstraße,,10350036
STRASSENKNOTENOGD.3417564,3417564,,MULTIPOINT ((16.375119321732118 48.19840651033855)),Kreuzung auf Schwarzenbergplatz,,10350037
STRASSENKNOTENOGD.3417565,3417565,,MULTIPOINT ((16.376092766329418 48.1991796644423)),Kreuzung zwischen Schwarzenbergplatz und Am Heumarkt,,10350038
STRASSENKNOTENOGD.3417566,3417566,,MULTIPOINT ((16.376747914750126 48.1987697507479)),Kreuzung auf Schwarzenbergplatz,,10350039
STRASSENKNOTENOGD.3417567,3417567,,MULTIPOINT ((16.377004391651905 48.19896301439787)),Kreuzung zwischen Schwarzenbergplatz und Zaunergasse und Daffingerstraße,,10350040
STRASSENKNOTENOGD.3417568,3417568,,MULTIPOINT ((16.37816983342718 48.198516726648315)),Kreuzung zwischen Strohgasse und Traungasse,,10350041
STRASSENKNOTENOGD.3417569,3417569,,MULTIPOINT ((16.377895839390902 48.199530813701394)),Kreuzung zwischen Lisztstraße und Daffingerstraße,,10350042
STRASSENKNOTENOGD.3417570,3417570,,MULTIPOINT ((16.379578737641175 48.19954367987881)),Kreuzung zwischen Marokkanergasse und Traungasse,,10350043
STRASSENKNOTENOGD.3417571,3417571,,MULTIPOINT ((16.379547144140155 48.19896924898213)),Kreuzung zwischen Zaunergasse und Veithgasse,,10350044
STRASSENKNOTENOGD.3417572,3417572,,MULTIPOINT ((16.380316746913987 48.19897007992794)),Kreuzung zwischen Marokkanergasse und Zaunergasse,,10350045
STRASSENKNOTENOGD.3417573,3417573,,MULTIPOINT ((16.380993482191464 48.199010779329406)),Kreuzung zwischen Neulinggasse und Salesianergasse und Zaunergasse,,10350046
STRASSENKNOTENOGD.3417574,3417574,,MULTIPOINT ((16.382119408790125 48.19907223309095)),Kreuzung zwischen Am Modenapark und Neulinggasse und Grimmelshausengasse,,10350047
STRASSENKNOTENOGD.3417575,3417575,,MULTIPOINT ((16.375601204565136 48.19927054001427)),Kreuzung auf Schwarzenbergplatz,,10350048
STRASSENKNOTENOGD.3417576,3417576,,MULTIPOINT ((16.373828892701702 48.20729449874424)),Kreuzung zwischen Singerstraße und Blutgasse,,10350049
STRASSENKNOTENOGD.3417577,3417577,,MULTIPOINT ((16.370158494796335 48.20550528993156)),Kreuzung zwischen Neuer Markt und Tegetthoffstraße,,10350050
